20.00173,163
20.02201,133
20.04229,147
20.06257,142
20.08285,131
20.10312,146
20.1234,136
20.14368,153
20.16396,137
20.18424,150
20.20452,119
20.2248,148
20.24508,146
20.26536,161
20.28563,147
20.30591,133
20.32619,140
20.34647,147
20.36675,132
20.38703,152
20.40731,137
20.42759,140
20.44787,153
20.46815,130
20.48843,128
20.5087,145
20.52898,144
20.54926,149
20.56954,154
20.58982,172
20.6101,133
20.63038,154
20.65066,144
20.67094,131
20.69121,129
20.71149,136
20.73177,155
20.75205,169
20.77233,179
20.79261,162
20.81289,184
20.83317,155
20.85345,152
20.87373,138
20.894,138
20.91428,123
20.93456,133
20.95484,150
20.97512,160
20.9954,161
21.01568,134
21.03596,162
21.05624,134
21.07651,151
21.09679,142
21.11707,153
21.13735,160
21.15763,158
21.17791,152
21.19819,167
21.21847,139
21.23875,166
21.25903,150
21.27931,162
21.29958,153
21.31986,160
21.34014,173
21.36042,171
21.3807,170
21.40098,185
21.42126,158
21.44154,191
21.46182,135
21.4821,174
21.50237,128
21.52265,135
21.54293,132
21.56321,122
21.58349,148
21.60377,152
21.62405,117
21.64433,135
21.66461,129
21.68488,123
21.70516,115
21.72544,115
21.74572,134
21.766,113
21.78628,136
21.80656,124
21.82684,109
21.84712,128
21.86739,133
21.88767,138
21.90795,129
21.92823,118
21.94851,137
21.96879,134
21.98907,127
22.00935,101
22.02963,127
22.04991,132
22.07019,131
22.09046,123
22.11074,119
22.13102,124
22.1513,120
22.17158,132
22.19186,110
22.21214,111
22.23242,104
22.2527,109
22.27298,120
22.29325,147
22.31353,112
22.33381,125
22.35409,122
22.37437,109
22.39465,119
22.41493,135
22.43521,121
22.45549,128
22.47576,122
22.49604,130
22.51632,119
22.5366,145
22.55688,117
22.57716,113
22.59744,118
22.61772,127
22.638,119
22.65827,138
22.67855,115
22.69883,103
22.71911,118
22.73939,112
22.75967,137
22.77995,114
22.80023,123
22.82051,123
22.84079,136
22.86107,130
22.88135,118
22.90162,126
22.9219,116
22.94218,145
22.96246,129
22.98274,131
23.00302,118
23.0233,119
23.04358,101
23.06386,128
23.08413,106
23.10441,119
23.12469,120
23.14497,121
23.16525,133
23.18553,137
23.20581,126
23.22609,104
23.24637,119
23.26664,118
23.28692,110
23.3072,133
23.32748,121
23.34776,117
23.36804,127
23.38832,102
23.4086,119
23.42888,130
23.44916,122
23.46943,123
23.48971,110
23.50999,118
23.53027,124
23.55055,134
23.57083,124
23.59111,120
23.61139,127
23.63167,136
23.65195,132
23.67223,114
23.6925,114
23.71278,126
23.73306,154
23.75334,114
23.77362,132
23.7939,132
23.81418,136
23.83446,154
23.85474,151
23.87501,145
23.89529,130
23.91557,116
23.93585,122
23.95613,98
23.97641,122
23.99669,141
24.01697,111
24.03725,135
24.05752,105
24.0778,131
24.09808,109
24.11836,113
24.13864,129
24.15892,140
24.1792,122
24.19948,102
24.21976,107
24.24004,125
24.26031,127
24.28059,117
24.30087,127
24.32115,104
24.34143,124
24.36171,90
24.38199,114
24.40227,113
24.42255,115
24.44283,128
24.46311,125
24.48338,126
24.50366,116
24.52394,103
24.54422,112
24.5645,111
24.58478,96
24.60506,120
24.62534,85
24.64562,95
24.66589,115
24.68617,103
24.70645,107
24.72673,110
24.74701,115
24.76729,135
24.78757,111
24.80785,124
24.82813,123
24.84841,100
24.86868,124
24.88896,116
24.90924,122
24.92952,122
24.9498,125
24.97008,98
24.99036,114
25.01064,98
25.03092,117
25.05119,113
25.07147,108
25.09175,115
25.11203,102
25.13231,104
25.15259,127
25.17287,129
25.19315,105
25.21343,130
25.23371,118
25.25399,128
25.27426,121
25.29454,100
25.31482,97
25.3351,106
25.35538,119
25.37566,95
25.39594,122
25.41622,115
25.4365,116
25.45677,104
25.47705,104
25.49733,110
25.51761,113
25.53789,119
25.55817,108
25.57845,112
25.59873,112
25.61901,113
25.63929,110
25.65956,125
25.67984,111
25.70012,101
25.7204,97
25.74068,100
25.76096,104
25.78124,114
25.80152,117
25.8218,105
25.84207,120
25.86235,96
25.88263,113
25.90291,110
25.92319,118
25.94347,100
25.96375,125
25.98403,141
26.00431,120
26.02459,106
26.04487,106
26.06514,120
26.08542,134
26.1057,110
26.12598,129
26.14626,106
26.16654,126
26.18682,96
26.2071,116
26.22738,113
26.24766,118
26.26793,133
26.28821,102
26.30849,130
26.32877,116
26.34905,110
26.36933,148
26.38961,136
26.40989,119
26.43017,130
26.45044,136
26.47072,154
26.491,155
26.51128,209
26.53156,199
26.55184,235
26.57212,291
26.5924,407
26.61268,427
26.63295,330
26.65323,328
26.67351,338
26.69379,236
26.71407,168
26.73435,157
26.75463,129
26.77491,121
26.79519,107
26.81547,103
26.83575,112
26.85603,122
26.8763,125
26.89658,135
26.91686,135
26.93714,99
26.95742,116
26.9777,140
26.99798,102
27.01826,102
27.03854,92
27.05881,109
27.07909,106
27.09937,89
27.11965,121
27.13993,109
27.16021,109
27.18049,94
27.20077,106
27.22105,117
27.24132,123
27.2616,106
27.28188,126
27.30216,104
27.32244,123
27.34272,118
27.363,111
27.38328,98
27.40356,103
27.42384,88
27.44411,91
27.46439,92
27.48467,104
27.50495,97
27.52523,104
27.54551,104
27.56579,132
27.58607,114
27.60635,127
27.62663,87
27.64691,92
27.66718,112
27.68746,109
27.70774,109
27.72802,119
27.7483,117
27.76858,107
27.78886,118
27.80914,131
27.82942,122
27.84969,94
27.86997,95
27.89025,88
27.91053,115
27.93081,100
27.95109,97
27.97137,112
27.99165,104
28.01193,99
28.0322,116
28.05248,97
28.07276,95
28.09304,109
