angle,intensity
10.0,154.0
10.015559013114025,171.33240289861186
10.03111802622805,175.0
10.046677039342075,164.9846130004446
10.062236052456102,164.55284102237295
10.077795065570127,174.6927884921729
10.093354078684152,156.9815356005319
10.108913091798177,183.9794185387245
10.124472104912202,156.39144568841965
10.140031118026227,165.98768922633494
10.155590131140253,150.81923068754253
10.17114914425428,153.34471249825728
10.186708157368304,158.68333536313867
10.20226717048233,153.41288347417947
10.217826183596355,160.5215461235646
10.23338519671038,168.9059614281808
10.248944209824405,145.37249581433758
10.26450322293843,161.5965308076822
10.280062236052457,162.93749834928394
10.295621249166482,165.92866490728926
10.311180262280507,171.70207899747328
10.326739275394532,163.34788526341728
10.342298288508557,177.16153334262927
10.357857301622582,149.7847779239468
10.373416314736609,165.04981059007503
10.388975327850634,158.22999041429742
10.40453434096466,164.06923729040324
10.420093354078684,158.17722373467453
10.43565236719271,176.4347528296173
10.451211380306734,162.0307653507425
10.46677039342076,168.54040063239796
10.482329406534786,170.2617353626436
10.497888419648811,181.7888467977944
10.513447432762836,167.54953746688497
10.529006445876862,153.88074136752482
10.544565458990887,181.52152882682293
10.560124472104912,167.93796925995238
10.575683485218937,164.1367320612115
10.591242498332964,137.49692692427453
10.606801511446989,148.48178524915724
10.622360524561014,179.62642057444037
10.637919537675039,174.0465597564075
10.653478550789064,172.34788526341728
10.669037563903089,135.94621048092094
10.684596577017114,168.48407400023186
10.700155590131141,171.03115546010898
10.715714603245166,155.8566970844845
10.731273616359191,161.91106744343193
10.746832629473216,192.08175491728758
10.762391642587241,179.43456411383153
10.777950655701266,171.2621677704443
10.793509668815293,162.72117859323163
10.809068681929318,175.18634327241716
10.824627695043343,167.66979026894546
10.840186708157368,171.7388281804797
10.855745721271393,168.91693687454278
10.871304734385419,162.69518103859943
10.886863747499444,184.19929425052175
10.90242276061347,173.638444078338
10.917981773727496,172.77078980443622
10.93354078684152,172.2488859549463
10.949099799955546,169.98998758153257
10.96465881306957,176.72693463531436
10.980217826183596,172.73806525848917
10.995776839297621,169.6654039338292
11.011335852411648,178.39728844738204
11.026894865525673,162.48407400023044
11.042453878639698,156.66233518229058
11.058012891753723,168.59624471193442
11.073571904867748,173.28655394080164
11.089130917981773,164.56458648046876
11.104689931095798,174.93033136278177
11.120248944209825,183.75094704962655
11.13580795732385,188.51927488750135
11.151366970437875,158.9142488569633
11.1669259835519,170.30740223832564
11.182484996665925,168.96369182024475
11.19804400977995,191.02212263924346
11.213603022893977,175.6837729680505
11.229162036008002,158.34518741673241
11.244721049122028,174.16729803308462
11.260280062236053,171.2444672363876
11.275839075350078,151.42294487526118
11.291398088464103,166.74171484989367
11.306957101578128,170.1308025853702
11.322516114692153,160.47709281783855
11.33807512780618,172.6100539772837
11.353634140920205,168.9097931474836
11.36919315403423,178.03194432721347
11.384752167148255,177.4751943943972
11.40031118026228,168.87537815956492
11.415870193376305,172.63127508742926
11.431429206490332,178.5709951122495
11.446988219604357,160.21612902555628
11.462547232718382,173.2170046095392
11.478106245832407,167.18934336385672
11.493665258946432,180.70113645955294
11.509224272060457,175.00000000000003
11.524783285174482,179.26019108999355
11.54034229828851,167.85582150050536
11.555901311402534,180.1980287903416
11.57146032451656,183.61821121416398
11.587019337630585,170.63465587983035
11.60257835074461,159.2265531586896
11.618137363858635,157.0
11.633696376972662,178.9772619274055
11.649255390086687,166.07442823886146
11.664814403200712,167.14944041859314
11.680373416314737,185.62686181626944
11.695932429428762,168.88074409228295
11.711491442542787,165.12243732124932
11.727050455656812,191.64982763614842
11.742609468770837,176.39252929964152
11.758168481884864,177.83170507257
11.773727494998889,155.11819221629614
11.789286508112914,163.50059381242127
11.80484552122694,179.6083462843398
11.820404534340964,175.78550924725076
11.83596354745499,140.44016401890215
11.851522560569016,171.564336906107
11.867081573683041,158.0
11.882640586797066,173.58424715314936
11.898199599911091,178.8199850907365
11.913758613025117,156.8862834587564
11.929317626139142,167.79520097648577
11.944876639253167,178.88146353925393
11.960435652367194,149.65529615011712
11.975994665481219,189.59689977203678
11.991553678595244,165.22306404411302
12.007112691709269,173.80255204952198
12.022671704823294,176.59570338472946
12.038230717937319,165.88460171092785
12.053789731051346,163.51578143310928
12.06934874416537,174.41410194158618
12.084907757279396,183.2583805153542
12.100466770393421,167.46642272966312
12.116025783507446,178.2051977812519
12.131584796621471,170.57381868020204
12.147143809735496,176.57356998635632
12.162702822849521,177.86524443073372
12.178261835963548,181.9122723650154
12.193820849077573,186.08940938281262
12.209379862191598,195.1937897107025
12.224938875305623,170.7502383775638
12.240497888419648,161.3984847205961
12.256056901533675,188.98731758773408
12.2716159146477,180.7075408163074
12.287174927761725,174.71750305671173
12.30273394087575,182.35978745695346
12.318292953989776,168.87755100137215
12.3338519671038,169.16312837357992
12.349410980217826,158.29665307614803
12.36496999333185,174.5684873409695
12.380529006445876,179.10090417024185
12.396088019559903,163.60881174993273
12.411647032673928,177.31771804928218
12.427206045787953,173.9118736072783
12.442765058901978,163.78766782132328
12.458324072016003,156.33518555440543
12.47388308513003,178.94154977267823
12.489442098244055,168.78072415439487
12.50500111135808,174.49870403735144
12.520560124472105,171.10446835904673
12.53611913758613,168.85045556778533
12.551678150700155,178.67792156071533
12.56723716381418,168.90682812680478
12.582796176928206,166.66818658962148
12.598355190042232,168.94836905499028
12.613914203156257,178.5197603621151
12.629473216270283,148.2118380556896
12.645032229384308,161.86454665970925
12.660591242498333,172.88707232586071
12.676150255612358,182.6949730113594
12.691709268726385,171.36771936985502
12.70726828184041,196.17076554236468
12.722827294954435,187.30366029519803
12.73838630806846,171.2587965698353
12.753945321182485,176.42190764667356
12.76950433429651,170.1984448448227
12.785063347410535,179.31585421932792
12.80062236052456,167.5599399947178
12.816181373638587,168.5823175456881
12.831740386752612,182.6076614308549
12.847299399866637,184.7588962592702
12.862858412980662,181.4293454365873
12.878417426094687,184.15826521221985
12.893976439208714,170.14568340996505
12.90953545232274,158.25383804322402
12.925094465436764,165.33973667490463
12.94065347855079,185.2345153565174
12.956212491664814,167.45504824710036
12.97177150477884,188.1029944979034
12.987330517892865,171.46616157353202
13.00288953100689,167.88946487228725
13.018448544120915,189.36180719075435
13.034007557234942,173.20231976020966
13.049566570348967,167.3468883690726
13.065125583462992,179.68830301185992
13.080684596577017,168.369314400805
13.096243609691042,185.12700573849116
13.111802622805069,162.44233988971797
13.127361635919094,180.77853098683929
13.142920649033119,190.5397413063654
13.158479662147144,175.97619561292692
13.17403867526117,179.0
13.189597688375194,186.67846308876116
13.20515670148922,166.7665161313097
13.220715714603244,159.3577497166483
13.236274727717271,171.53005022795963
13.251833740831296,160.86783635603229
13.267392753945321,191.43541351953232
13.282951767059346,182.0480334769967
13.298510780173372,171.59575058894788
13.314069793287398,179.5811384567766
13.329628806401423,180.556663215937
13.345187819515449,163.9624903611995
13.360746832629474,170.77585234466446
13.376305845743499,163.58592890097805
13.391864858857524,166.49172054659937
13.407423871971549,152.95497450278015
13.422982885085574,177.84304372298254
13.438541898199599,208.68799094123838
13.454100911313626,166.46060491031653
13.469659924427651,191.25126341467356
13.485218937541676,167.7807241543959
13.500777950655701,183.5332402898613
13.516336963769726,179.90097695645747
13.531895976883753,164.05189974401193
13.547454989997778,162.236457254981
13.563014003111803,186.93174444636418
13.578573016225828,182.42449957196857
13.594132029339853,176.10775247191856
13.609691042453878,155.524682208297
13.625250055567903,176.02490529503825
13.640809068681929,194.84574248100577
13.656368081795955,155.17900949612297
13.67192709490998,178.85394902217757
13.687486108024006,194.25136545470863
13.70304512113803,164.87238747653117
13.718604134252056,176.0
13.734163147366083,178.6578275368155
13.749722160480108,185.27783316079598
13.765281173594133,175.4719176156169
13.780840186708158,178.41169584933692
13.796399199822183,167.520635946098
13.811958212936208,203.2378582937363
13.827517226050233,173.44792249804743
13.843076239164258,189.9239838280554
13.858635252278283,185.59064901085924
13.87419426539231,199.51657030021374
13.889753278506335,177.64235382037668
13.90531229162036,178.31238671004786
13.920871304734385,158.73863744998204
13.93643031784841,174.64838837179087
13.951989330962437,170.98421424270725
13.967548344076462,186.01925326657278
13.983107357190487,178.44612808822598
13.998666370304512,182.79976074535762
14.014225383418538,175.81740168423624
14.029784396532563,163.06460561415497
14.045343409646588,168.10735371418195
14.060902422760613,164.7293794424514
14.076461435874638,178.15398289072152
14.092020448988665,162.8384753057432
14.10757946210269,183.30574099919218
14.123138475216715,164.19696247586248
14.13869748833074,179.43660979274534
14.154256501444767,182.67557225613967
14.169815514558792,189.48323896929165
14.185374527672817,173.74922408975044
14.200933540786842,149.4939362412415
14.216492553900867,178.28320774188666
14.232051567014892,173.38712012506886
14.247610580128917,192.10617473770992
14.263169593242942,186.58464591088665
14.278728606356967,165.55941250336895
14.294287619470992,201.14377974175827
14.30984663258502,179.38445877963662
14.325405645699044,169.26951113852937
14.34096465881307,179.51775792505575
14.356523671927096,189.35227924862116
14.372082685041121,190.45932192022298
14.387641698155146,180.82070440813033
14.403200711269172,173.39949026331163
14.418759724383197,173.50387059120155
14.434318737497222,184.27250186365788
14.449877750611247,195.82912179564582
14.465436763725272,178.65071908450074
14.480995776839297,178.6015152794039
14.496554789953322,181.5548688061173
14.512113803067349,195.08212772991075
14.527672816181374,182.20749745373433
14.543231829295399,162.2013315142362
14.558790842409424,185.06472076338633
14.574349855523451,176.29987773153135
14.589908868637476,184.81743627772286
14.605467881751501,162.40368977242358
14.621026894865526,171.41079432024185
14.636585907979551,165.78010007267565
14.652144921093576,173.7888295010522
14.667703934207601,187.85195523348747
14.683262947321627,156.9577271821012
14.698821960435652,156.58891093564097
14.714380973549677,188.95208783336295
14.729939986663704,182.12507576790927
14.745498999777729,183.80035888196392
14.761058012891754,176.83646422031106
14.77661702600578,176.92557176114065
14.792176039119806,186.60636979239155
14.80773505223383,192.6959004855697
14.823294065347856,178.34114097535894
14.83885307846188,166.376457446601
14.854412091575906,182.793985056606
14.869971104689931,198.94531760019385
14.885530117803956,156.95377822956505
14.901089130917981,157.3774110990886
14.916648144032006,197.6314744662974
14.932207157146031,162.07612744547535
14.947766170260058,181.5532824235382
14.963325183374083,192.0371889495688
14.978884196488108,166.44228670324972
14.994443209602135,188.22166839203152
15.01000222271616,181.9958130437508
15.025561235830185,159.8877637726519
15.04112024894421,194.75124179374342
15.056679262058235,164.32475708145773
15.07223827517226,173.53761797660584
15.087797288286286,181.37409084528753
15.10335630140031,187.36986109242872
15.118915314514336,183.73527395432515
15.13447432762836,172.0266997048565
15.150033340742388,178.04046572835014
15.165592353856413,184.40762155508116
15.181151366970438,155.877863071993
15.196710380084465,184.71064610666383
15.21226939319849,171.58851217790365
15.227828406312515,184.04583603223313
15.24338741942654,180.93491507235908
15.258946432540565,159.5806583335082
15.27450544565459,179.27391494724242
15.290064458768615,180.9806513681787
15.30562347188264,183.06083719962834
15.321182484996665,173.30103941126237
15.33674149811069,174.91029587307037
15.352300511224716,179.6102075351236
15.367859524338742,189.7158126605118
15.383418537452767,189.21431731899457
15.398977550566793,184.48892897621604
15.41453656368082,179.4536612433892
15.430095576794844,175.17150134460226
15.44565458990887,190.73804796174605
15.461213603022895,165.6359388699214
15.47677261613692,163.0
15.492331629250945,199.0
15.50789064236497,204.52332323664263
15.523449655478995,185.58538658990955
15.53900866859302,163.8834140860866
15.554567681707045,167.46671623511207
15.570126694821072,185.96190087296387
15.585685707935097,174.4715188578787
15.601244721049122,177.8889255631754
15.616803734163147,183.21568702596298
15.632362747277174,191.9836161060967
15.647921760391199,179.0
15.663480773505224,184.55746073141162
15.67903978661925,180.36715582673278
15.694598799733274,183.198228169212
15.7101578128473,168.22087952492632
15.725716825961324,180.85660534111173
15.74127583907535,180.61718837470713
15.756834852189375,169.79836509327598
15.7723938653034,172.42010117650995
15.787952878417427,193.6141109747955
15.803511891531452,176.80929633758035
15.819070904645477,189.25691399869174
15.834629917759504,167.6850559581398
15.850188930873529,203.2646040242245
15.865747943987554,171.32297132000997
15.881306957101579,172.6136255001814
15.896865970215604,186.566937727803
15.912424983329629,174.84739546461597
15.927983996443654,184.95934354115244
15.94354300955768,202.18094251304936
15.959102022671704,176.0897994921796
15.97466103578573,204.20333604574714
15.990220048899756,177.15419091796443
16.00577906201378,191.51260866794678
16.021338075127808,174.2611372260334
16.03689708824183,180.93023375995443
16.052456101355858,180.45680806343734
16.068015114469883,183.19072095916135
16.08357412758391,183.22048076719045
16.099133140697933,180.64771975309472
16.11469215381196,179.77770752624892
16.130251166925984,167.07560011746526
16.14581018004001,180.4591833131202
16.161369193154034,197.94602839879258
16.17692820626806,182.22881143782718
16.192487219382084,178.76203443094676
16.20804623249611,190.50768643402515
16.223605245610138,188.21169944858985
16.23916425872416,200.08354932710816
16.254723271838188,170.61242922696874
16.270282284952213,165.1127282952705
16.285841298066238,176.59262106564427
16.301400311180263,167.7635429781886
16.316959324294288,183.77657179163256
16.332518337408313,176.9779727260049
16.34807735052234,202.73115618504556
16.363636363636363,195.4550309503583
16.37919537675039,185.48235137080394
16.394754389864413,202.27940224663408
16.41031340297844,199.03135483897765
16.425872416092467,191.77891244783063
16.44143142920649,187.43406975767255
16.456990442320517,194.01829445501951
16.472549455434542,180.4899832573468
16.488108468548567,183.05437035894656
16.503667481662593,186.96805567278835
16.519226494776618,165.78620298226986
16.534785507890643,180.95694234635488
16.550344521004668,183.24169322896566
16.565903534118693,188.22882008619803
16.581462547232718,193.5612229848099
16.597021560346743,171.34050824526992
16.612580573460768,178.22602878203367
16.628139586574797,173.55796591026686
16.64369859968882,174.47965014964802
16.659257612802847,161.2617699561238
16.674816625916872,190.07342424664887
16.690375639030897,183.92498072239903
16.705934652144922,190.30883949877853
16.721493665258947,171.08068018760616
16.737052678372972,187.30464552764448
16.752611691486997,163.44652684596508
16.768170704601022,184.82971128388164
16.783729717715048,174.45789144149086
16.799288730829073,184.21318765228187
16.814847743943098,190.6376984530938
16.830406757057123,194.04068240396046
16.845965770171148,193.80690379115364
16.861524783285176,188.35310370749744
16.877083796399198,180.08024437836264
16.892642809513227,178.12726565595378
16.90820182262725,190.98786383411496
16.923760835741277,190.23932662765114
16.939319848855302,187.72773215079042
16.954878861969327,183.7094030561212
16.970437875083352,193.3946965220874
16.985996888197377,179.8103278254095
17.001555901311402,170.93351942027743
17.017114914425427,183.8259749755984
17.032673927539452,182.2078156516598
17.048232940653477,190.17665929238262
17.063791953767506,192.65671774730492
17.079350966881528,170.58404777428174
17.094909979995556,189.45485751660325
17.11046899310958,199.548046682716
17.126028006223606,169.3971821199996
17.14158701933763,178.7937966760329
17.157146032451656,175.13912460763785
17.17270504556568,181.622944416792
17.188264058679707,189.30542574637883
17.20382307179373,182.2937703142984
17.219382084907757,196.32106424819722
17.234941098021782,190.41216402720954
17.250500111135807,193.30005981366008
17.266059124249836,185.67073527305905
17.281618137363857,175.80870684934382
17.297177150477886,180.00000000000003
17.31273616359191,184.80039347544556
17.328295176705936,195.88587605265144
17.34385418981996,180.08315921774206
17.359413202933986,196.29512723216558
17.37497221604801,186.50833658486476
17.390531229162036,186.78726906358526
17.40609024227606,174.47332191607046
17.421649255390086,202.07360632877763
17.43720826850411,181.41559670983625
17.452767281618137,194.04368141837185
17.468326294732165,206.16350983457696
17.483885307846187,195.82273302346556
17.499444320960215,197.11133264318383
17.515003334074237,194.0029906830316
17.530562347188265,182.55068184987022
17.54612136030229,174.38785277562624
17.561680373416316,202.83191309981058
17.57723938653034,186.07304278565258
17.592798399644366,180.67436733456083
17.60835741275839,206.3427360063103
17.623916425872416,175.78324879351285
17.63947543898644,173.20957546799684
17.655034452100466,186.40626049648537
17.67059346521449,181.75391178754953
17.686152478328516,182.3017067348344
17.701711491442545,170.6463517816016
17.717270504556566,198.72712536581216
17.732829517670595,180.35776772315543
17.74838853078462,189.7725755658829
17.763947543898645,184.8686079263919
17.77950655701267,209.31999770055336
17.795065570126695,187.8689903449644
17.81062458324072,199.12469102740332
17.826183596354745,182.13076799188678
17.84174260946877,195.60606639990422
17.857301622582796,189.0
17.87286063569682,175.71835951674774
17.888419648810846,187.52608859569372
17.903978661924874,187.42946674694645
17.919537675038896,175.18495626870674
17.935096688152925,182.3170939675587
17.95065570126695,185.3756013778666
17.966214714380975,188.21818335284058
17.981773727495,189.53224339551699
17.997332740609025,193.46656033127005
